Domaine,Année,Nombre d'emplois (prédit)
Industrie (sauf construction),2046,19.33357142857211
Industrie (sauf construction),2047,19.33357142857211
Industrie (sauf construction),2048,19.33357142857211
Industrie (sauf construction),2049,19.33357142857211
Industrie (sauf construction),2050,19.33357142857211
Services,2022,79.06561761066726
Services,2023,79.06817614923204
Services,2024,79.07073468779683
Services,2025,79.07329322636161
Services,2026,79.07585176492643
Services,2027,79.07841030349121
Services,2028,79.080968842056
Services,2029,79.08352738062078
Services,2030,79.08608591918556
Services,2031,79.08864445775035
Services,2032,79.09120299631513
Services,2033,79.09376153487992
Services,2034,79.0963200734447
Services,2035,79.09887861200949
Services,2036,79.10143715057427
Services,2037,79.10399568913905
Services,2038,79.10655422770384
Services,2039,79.10911276626865
Services,2040,79.11167130483344
Services,2041,79.11422984339822
Services,2042,79.116788381963
Services,2043,79.11934692052779
Services,2044,79.12190545909257
Services,2045,79.12446399765736
Services,2046,79.12702253622214
Services,2047,79.12958107478693
Services,2048,79.13213961335171
Services,2049,79.1346981519165
Services,2050,79.13725669048128
